screen_name,text
activa_uk,b'switching to an electric car is set to save employees around 95% according to deloitte.  https://t.co/6tmijf9oqk\xe2\x80\xa6 https://t.co/7okmyvmozb'
andrewharding4,"b""^00) fantastic new, new, new review of ~ wet daddy ~ bk 4 in ~ the hybrid series ~ by @deneale of deneale's book bu\xe2\x80\xa6 https://t.co/pmnmqpc7rb"""
suzyextra,b'rt @khristenaa: getting paid then remembering you have all this plus a car to pay for is a different type of pain.\xf0\x9f\x98\xa9 https://t.co/njlqzmeluy'
mb_press,"b'#mercedesbenz moves further along the path towards #sustainable mobility. over the next 20 years, we aim to have a\xe2\x80\xa6 https://t.co/v1uft6klwk'"
enjeuxenergies,b'polling experts bash koch-funded electric car survey as \xe2\x80\x98highly biased\xe2\x80\x99 and \xe2\x80\x98highly misleading\xe2\x80\x99\xe2\x80\xa6 https://t.co/5t5mydkgwg'
ringsgif,b'rt @torres_samar: seriously how am i just hearing about this??\xf0\x9f\x91\x80 https://t.co/p5avicgprt'
tripinatweet,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
number21biofue1,"b""rt @fullychargedshw: ohhhh..check out the electric, in the electric! (and try not to notice @bobbyllew's dirty car!)  https://t.co/otbvdctx\xe2\x80\xa6"""
dorschfordkia,b'keep 11/17 on the calendar! an all-electric #ford suv is coming! \xf0\x9f\x91\x80'
rwaccommodation,b'rt @msautumnmarie: have you heard rwanda will be the first country in africa to test out vw\xe2\x80\x99s electric car?!!  . .  congrats @vwrwanda on a\xe2\x80\xa6'
gatjmv,b'rt @ehategeka: congratulations to @vwrwanda upon this milestone of a first electric car in the region fully aligned to #rwanda\xe2\x80\x99s #green gro\xe2\x80\xa6'
freesyiah,b'@mikemillionare @mikemillionare0 done report.. please help me.. really need the money.. i need to pay my electric b\xe2\x80\xa6 https://t.co/wqigrhrg7n'
gatjmv,"b""rt @newtimesrwanda: watch: prime minister @edngirente drives the e-golf during the launch of @vwrwanda's first electric car in #rwanda. htt\xe2\x80\xa6"""
erikkillmonger7,"b""rt @getfandom: 'who framed roger rabbit?' director robert zemeckis is producing 'tooned out,' a new animated / live-action hybrid series fo\xe2\x80\xa6"""
freesyiah,"b""@mikemillionare please help me.. really need the money.. i need to pay my electric bills.. haven't pay it for 3 mon\xe2\x80\xa6 https://t.co/qyxoryqpak"""
rene_rsbr,"b""rt @hbomaxnews: \xf0\x9f\x9a\xa8'who framed roger rabbit?' director robert zemeckis is producing '#toonedout,' a new animated / live-action hybrid series\xe2\x80\xa6"""
j_a_lockwood,b'birth announcement: lethal fetish has come into the world to join its older siblings in \xe2\x80\x9criley the exterminator mys\xe2\x80\xa6 https://t.co/arsdhhxcgr'
joyfullyeco,"b""polling experts bash koch-funded electric car survey as 'highly biased' and 'highly misleading'\xe2\x80\xa6 https://t.co/w2kbvbhspj"""
freesyiah,"b""@mikemillionare please help me.. really need the money.. i need to pay my electric bills.. haven't pay it for 3 mon\xe2\x80\xa6 https://t.co/gwkixgxtai"""
shailkharwar,"b'@rntata2000 sir , we are so proud that we have you in india for india who has shaped india \xf0\x9f\x87\xae\xf0\x9f\x87\xb3. from telegram to ins\xe2\x80\xa6 https://t.co/mklznlblm3'"
gatjmv,b'result of thinking big inspired by he @paulkagame . big up @vwrwanda @visitrwanda_now'
gatjmv,"b""rt @newtimesrwanda: watch: prime minister @edngirente drives the e-golf during the launch of @vwrwanda's first electric car in #rwanda. htt\xe2\x80\xa6"""
freesyiah,"b""@mikemillionare please help me.. really need the money.. i need to pay my electric bills.. haven't pay it for 3 mon\xe2\x80\xa6 https://t.co/ephc6k3r1k"""
degandhi_,b'perks of living in a state with no emissions testing but still hella ecofriendly \xf0\x9f\xa4\x98\xf0\x9f\x8f\xbd'
autosalescars,b'new forester hybrid e-boxer review. https://t.co/mlvrxmc0i0'
alpha_emo420,"b'rt @hotfudgesomeday: 2. luminous, abysmal is a concept album. it starts out in a nightmare. then you wake up at your exes house and they\xe2\x80\x99re\xe2\x80\xa6'"
lizmichele,"b'rt @kpconservative: 50% of an electric car is plastic.  you can\xe2\x80\x99t make a battery without oil and gas.  oh, and 60% of all us electric is ge\xe2\x80\xa6'"
freesyiah,"b""@mikemillionare @mikemillionare0 please help me.. really need the money.. i need to pay my electric bills.. haven't\xe2\x80\xa6 https://t.co/yqnmdtiazo"""
flyce0,"b'daycare,rent,mortgage,car loans, cellular,electric, etc....'"
not_cutillas,"b""rt @hbomaxnews: \xf0\x9f\x9a\xa8'who framed roger rabbit?' director robert zemeckis is producing '#toonedout,' a new animated / live-action hybrid series\xe2\x80\xa6"""
emfisecurities,b'volkswagen id.3: the production of the 100% electric car begins on november 4 - 16 valves car news \rhttps://t.co/d7ohy9uysf'
legendpainter,b'ten secrets about gas electric hybrid suv that has never been revealed for the past 10 years | gas electric hybrid\xc2\xa0\xe2\x80\xa6 https://t.co/umv3zotm5h'
zooeylander,"b'hey i need advice, i know someone who got a dui and has an ignition breathalyzer installed in his car that he bypas\xe2\x80\xa6 https://t.co/4lyyjd5uvg'"
researchmrx,b'rt @quandu: #nanotech news: volkswagen will unveil new id electric car concept at petersen auto museum     - roadshow https://t.co/y2cedtuu\xe2\x80\xa6'
aruberutou,b'new charging technique could power an electric car battery in 10 minutes https://t.co/kw6ruakjqt | #health #medicalresearch #science'
freesyiah,"b""@mikemillionare please help me.. really need the money.. i need to pay my electric bills.. haven't pay it for 3 mon\xe2\x80\xa6 https://t.co/ka8ebengbt"""
852852hk,"b'rt @kpconservative: 50% of an electric car is plastic.  you can\xe2\x80\x99t make a battery without oil and gas.  oh, and 60% of all us electric is ge\xe2\x80\xa6'"
karangwasewase,b'rt @gatjmv: result of thinking big inspired by he @paulkagame . big up @vwrwanda @visitrwanda_now https://t.co/vw10efuejy'
squelchtone,"b'@vw should have an electric car, but call it voltswagon.'"
acctcsld,b'chuck schumer: a bold plan for clean cars https://t.co/kyrlxpm3sz'
webstynx,b'rwanda: volkswagen\xe2\x80\x99s electric car launched in\xc2\xa0rwanda https://t.co/z9zujuwiyd'
mrjorge78,"b""rt @hbomaxnews: \xf0\x9f\x9a\xa8'who framed roger rabbit?' director robert zemeckis is producing '#toonedout,' a new animated / live-action hybrid series\xe2\x80\xa6"""
forthemen,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
analyst_tech,b'@bulladamjonas saying some quite sensible things about $tsla and the auto industry. we are at the dusk of legacy au\xe2\x80\xa6 https://t.co/lnpcso2xjb'
newexpressnews,b'volkswagen will unveil new id electric car concept at petersen auto museum \xe2\x80\x93\xc2\xa0roadshow https://t.co/b4eid8q8fu https://t.co/3uzn99hid2'
engtechnow,b'bicycles are just fine for getting around especially in town  how far do any of  have to go ~ .75 mi to 1.5 miles\xe2\x80\xa6 https://t.co/5dimamwtgg'
lillpeep,b'california why in the hell are you encouraging people to buy electric cars etc when you know you have terrible util\xe2\x80\xa6 https://t.co/qo8jvqctng'
theslimevids,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
nochillontinder,b'rt @torres_samar: seriously how am i just hearing about this??\xf0\x9f\x91\x80 https://t.co/p5avicgprt'
benwilkie1,"b'@iamcodeninja @rexthedogge the concept was the car would handle or turn like on lap 1.  yes, very frustrating but i\xe2\x80\xa6 https://t.co/gcnxiexz6i'"
matcmeier,b'rt @jpr007: nobel laureate says better batteries can cement electric-car era  https://t.co/pkyosbf56o'
veeoh,b'hey @elonmusk good work with the trees and all but... seen this? sling them some cash! ;)  https://t.co/0z4t9lezhc'
marleeschlegel,"b'me, after justin plays the electric slide in the car: \xe2\x80\x9ci really am dating you, huh?\xe2\x80\x9d'"
garryplaysmusic,"b'party loyalty is a silly old school concept  if a bank/energy supplier/car dealer offers you a better deal, you go\xe2\x80\xa6 https://t.co/2z49izkyc3'"
rr_iine,"b""rt @kiwiev: gosh, it's been a day of nasty news. here's more. remember the repealed clean air mandates that killed the ev1 electric car? we\xe2\x80\xa6"""
dankneme,b'rt @torres_samar: seriously how am i just hearing about this??\xf0\x9f\x91\x80 https://t.co/p5avicgprt'
mr_punjabi,"b'environmental wackos are killing california. you can\xe2\x80\x99t thin the forest, remove dead wood and they want you to drive\xe2\x80\xa6 https://t.co/qmtnqvfzio'"
vechain_rocket,"b""let's #buidl and #creatingvaluabletxs #vechain #vet #brightcode $vtho #dnvgl $oce #dbet #pla #sha #aqd #bag #snk\xe2\x80\xa6 https://t.co/pfyj6apfhj"""
galsoutfit,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
mbarushimanapio,b'rt @gatjmv: result of thinking big inspired by he @paulkagame . big up @vwrwanda @visitrwanda_now https://t.co/vw10efuejy'
kevinmmeehan,b'new battery design can charge an electric car in 10 minutes - vice https://t.co/xewxhqyynr'
pmagn,b'rt @rebeccathegr8: @rbreich @toyota you duped me. i just bought a hybrid car from y\xe2\x80\x99all. had i known that you would choose to bash californ\xe2\x80\xa6'
darkstocklmages,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
mitchdlg,"b'i have been a lifelong fan of the muscle car, or performance car. i still love a good v8 or turbo i6, but the futur\xe2\x80\xa6 https://t.co/osaaw0aped'"
fingering,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
huckelcommasean,b'the wife wants a hybrid suv next year and the more i read the more i just want to convince her to get a model y.'
martyndavies888,b'rt @hallaboutafrica: 1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
sexo,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
luxtualuceat,"b'rt @mr_punjabi: environmental wackos are killing california. you can\xe2\x80\x99t thin the forest, remove dead wood and they want you to drive electri\xe2\x80\xa6'"
jnloris,b'@tesla should make a diesel over electric suv called the the cali escape. you know for californians'
satisfyingloops,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
praveen49509926,"b""rt @getfandom: 'who framed roger rabbit?' director robert zemeckis is producing 'tooned out,' a new animated / live-action hybrid series fo\xe2\x80\xa6"""
sexualgifs_,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
mark00923601,"b'i need to evacuate fire in california,,,but, but,, but,,sacramento ,,, made me buy an electric car,,,, and i can\xe2\x80\x99t charge it,,,,,,,,'"
astromarkmarley,"b""@bmac_astro @dalcantonjd @niais @jrlomax @obs4schools we love our rav4ev which of course toyota doesn't make anymor\xe2\x80\xa6 https://t.co/7upr9m2hwm"""
ds54c,b'how pissed would you be if you lived in california and the government convinced you that you had to buy an electric\xe2\x80\xa6 https://t.co/3gqu6b4hhh'
thevinefights,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
larry_sfn,b'haaa just like that'
guitarjazz50,"b'@kamalaharris @nws yes, but not in your electric car, sorry, no juice.'"
tracy_p2,b'rt @bashdangaladima: mercedes benz c300 2014 model. dm me if you are interested. https://t.co/zvlvkjab6h'
evcoalition,"b'rt @kochvsclean: \xe2\x80\x9cthe problem is that his findings are bogus, because they asked highly biased questions designed to elicit highly misleadi\xe2\x80\xa6'"
abolitionistr,"b'@gavinnewsom interesting that newsom will say the fire is ""act of god"".  i guess it\'s only okay for a democrat to m\xe2\x80\xa6 https://t.co/3uvsd0defs'"
huckelcommasean,"b'@parkscopejoe every other hybrid suv has shit reviews, especially in the luxury class shes going to want.'"
michaelglena,b'my first gen electric car (60 mile range) has become untenable in the current bay area power situation.  giving ran\xe2\x80\xa6 https://t.co/v3csfkx0s3'
motivate,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
niyonsaba_egide,b'rt @gatjmv: result of thinking big inspired by he @paulkagame . big up @vwrwanda @visitrwanda_now https://t.co/vw10efuejy'
saschter,b'new charging technique could power an electric car battery in 10 minutes | science | aaas https://t.co/0dhaxy1upl'
wwwizards,b'new battery design can charge an electric car in 10 minutes https://t.co/4h6iastyrt'
carstudiofr,"b'with its new concept car, @nissan is demonstrating the improvement in driving, but also in the comfort and services\xe2\x80\xa6 https://t.co/qnete6p8sp'"
solarlife,b'rt @volkswagen: from 100 % internal combustion engines to 100 % electric drives: the zwickau factory will become the largest and most effic\xe2\x80\xa6'
ibedawn,b'so my friend in california has found themselves in a bit of a situation.due 2 emissions restrictions she bought an\xe2\x80\xa6 https://t.co/dehjf6akgj'
gkabalisayahoo1,b'rt @newtimesrwanda: rwanda\xe2\x80\x99s first electric car is set to be launched today.  four electric vehicles will debut in #rwanda through a partne\xe2\x80\xa6'
mosbyjmk,b'rt @hallaboutafrica: 1st electric car to be built in africa goes into production in rwanda: the vw e-golf teams volkswagen with siemens in\xe2\x80\xa6'
andrewharding4,"b""^00) ~ medium rare ~ bk5 ~ the hybrid series ~ so, you're fair game in hospital, are you? ~ oh, really? ~ the hybri\xe2\x80\xa6 https://t.co/avzxxbyqsc"""
hyperionesearch,b'\xf0\x9f\x93\x96read: solving the electric car on-street charging problem (via passle) by @hyperionstephen https://t.co/3cfaojsbvf\xe2\x80\xa6 https://t.co/e5tmbkjwje'
dimes,b'rt @kaiia_brown: omg this cooler is literally the only thing i want for christmas\xf0\x9f\x98\x8d\xf0\x9f\x99\x8f https://t.co/a7wpvyyjps'
geekguam,"b'gm being on the list surprises me. with their plug-in hybrid volt ( now discontinued) and their current affordable,\xe2\x80\xa6 https://t.co/jfurlixae1'"
golfcarcompany,b'golf car company - sirius - star electric https://t.co/a6vndq9bjw via @youtube'
samanda666,b'i just bought a cool new playstation 4 the electric car was killed by walt disney!'
painterlegend,b'ten secrets about gas electric hybrid suv that has never been revealed for the past 10 years | gas electric hybrid\xe2\x80\xa6 https://t.co/gsgszabzhw'
hans_denkt,b'rt @jpr007: nobel laureate says better batteries can cement electric-car era  https://t.co/pkyosbf56o'
bruceha23791470,b'will this teeny electric bicycle van thing save our city centres? | top gear https://t.co/rrj3zpd4bf'
block215,"b'rt @mr_punjabi: environmental wackos are killing california. you can\xe2\x80\x99t thin the forest, remove dead wood and they want you to drive electri\xe2\x80\xa6'"
greenstorm2030,"b'rt @energyhouseva: \xf0\x9f\x9a\x98sexy ev you probably haven\xe2\x80\x99t heard of is gunning for tesla ""nobody quite yet has been able to out-tesla tesla\xe2\x80\xbc\xef\xb8\x8f https:/\xe2\x80\xa6'"
adusco_,b'rt @reutersplus: collaboration is powering the next generation of electric and hybrid vehicles. reducing the weight of car components by up\xe2\x80\xa6'
greenstorm2030,b'rt @daimler: electric drive and automated driving lead to changes for in-car safety technology.  \xe2\x96\xb6 much more flexible seating positions req\xe2\x80\xa6'
